<DTYYYYMMDD>,<SIGNAL>,<OPEN>,<FACTOR>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<FEE>,<FINALPRICE>
20080604,1,609,,609,607,607,7,134.15,472.85
20080605,1,610.5,,610.5,600,607,38,134.15,472.85
20080606,1,605,,605,596,605,19,133.71,471.3
20080609,1,600,,600,598,598,7,132.16,465.84
20080610,1,597,,597,591,591,46,130.61,460.39
20080611,1,586,,586.5,586,586,29,129.51,456.49
20080612,1,585,,585,575,579,47,127.96,451.04
20080613,-1,579,,600,579,600,51,143.4,743.4
20080616,1,605,,606,597,597,11,131.94,465.06
20080617,1,600,,600,590,590,59,130.39,459.61
20080618,1,600,,600,590.5,591,8,130.61,460.39
20080619,-1,592,,603.5,592,602.5,28,144,746.5
20080620,1,605,,605,595.5,595.5,25,131.61,463.89
20080623,1,602,,602,594,594,5,131.27,462.73
20080624,1,595,,595.5,575,585,39,129.29,455.72
20080625,-1,595.5,,595.5,595.5,595.5,10,142.32,737.82
20080627,-1,581,,595.5,580,595.5,15,142.32,737.82
20080701,1,580,,580,580,580,6,128.18,451.82
20080702,1,576,,580,576,580,8,128.18,451.82
20080703,1,580,,580,580,580,1,128.18,451.82
20080704,1,580,,580,580,580,17,128.18,451.82
20080707,1,585,,585,570,580,52,128.18,451.82
20080708,1,567,,576,565,576,34,127.3,448.7
20080709,1,561.5,,576,561.5,576,37,127.3,448.7
20080710,1,575,,576,575,576,18,127.3,448.7
20080711,1,567,,576,565,565,30,124.87,440.14
20080714,1,561,,564,561,563,24,124.42,438.58
20080715,1,555,,556,511,527.5,80,116.58,410.92
20080716,1,535,,535,535,535,4,118.24,416.77
20080717,-1,543,,569,536,569,37,135.99,704.99
20080718,-1,550,,575,545,575,120,137.43,712.43
20080721,-1,570,,590,560,590,53,141.01,731.01
20080722,-1,590,,595,590,595,28,142.21,737.21
20080723,-1,600,,609,600,608,12,145.31,753.31
20080728,-1,595,,600.5,579.5,600.5,150,143.52,744.02
20080729,-1,600,,600,600,600,12,143.4,743.4
20080730,-1,590,,603,590,603,12,144.12,747.12
20080731,-1,603,,603,575,600,115,143.4,743.4
20080804,-1,598,,602,595,602,49,143.88,745.88
20080805,1,582,,582,581,581.5,18,128.51,452.99
20080806,-1,596,,596,594.5,596,20,142.44,738.44
20080808,-1,596,,598,596,598,7,142.92,740.92
20080811,-1,597.5,,597.5,597.5,597.5,3,142.8,740.3
20080812,-1,599.5,,600,599,600,28,143.4,743.4
20080813,-1,600,,605,600,605,10,144.6,749.6
20080818,1,585,,590,580,590,48,130.39,459.61
20080819,1,585,,585,578,578,11,127.74,450.26
20080820,-1,594,,594,585,594,22,141.97,735.97
20080821,-1,575.5,,593.5,575.5,593.5,4,141.85,735.35
20080822,-1,594,,594,586,594,17,141.97,735.97
20080825,1,578,,595,577.5,586,11,129.51,456.49
20080826,-1,589.5,,594,581.5,594,20,141.97,735.97
20080827,1,594,,594,580,580,22,128.18,451.82
20080828,1,584.5,,585,584.5,585,18,129.29,455.72
20080829,-1,590,,590,590,590,1,141.01,731.01
20080901,1,575,,579,573,578,33,127.74,450.26
20080902,-1,586,,587.5,580,587.5,9,140.41,727.91
20080903,-1,591.5,,597,588,588,7,140.53,728.53
20080904,1,576.5,,599,573.5,578.5,17,127.85,450.65
20080905,1,578,,578,575.5,575.5,13,127.19,448.31
20080908,-1,583.5,,585,583.5,585,27,139.82,724.82
20080909,1,585,,585,584,584,3,129.06,454.94
20080910,1,575.5,,580,570,580,11,128.18,451.82
20080911,1,575,,575,555,555,125,122.66,432.35
20080912,1,555.5,,565,523,565,136,124.87,440.14
20080915,1,540,,561.5,540,545,47,120.45,424.56
20080916,-1,557.5,,571.5,557.5,571.5,21,136.59,708.09
20080917,1,568.5,,568.5,568.5,568.5,1,125.64,442.86
20080918,1,560,,560,541,553.5,35,122.32,431.18
20080919,1,553,,556,541.5,541.5,62,119.67,421.83
20080922,1,540.5,,543,540,543,84,120,423
20080923,1,549,,549,540,543,43,120,423
20080924,1,544.5,,547,537,547,95,120.89,426.11
20080925,1,550,,550,540,549,9,121.33,427.67
20080926,1,549,,549,532,532,48,117.57,414.43
20080929,1,530,,532.5,526,532.5,11,117.68,414.82
20080930,1,492,,523,492,512.5,128,113.26,399.24
20081001,1,519,,519,519,519,2,114.7,404.3
20081002,1,520,,521.5,520,521,16,115.14,405.86
20081003,1,522,,522,510,510,28,112.71,397.29
20081006,1,519,,519,492,510,53,112.71,397.29
20081007,1,496,,500,464,492.9,149,108.93,383.97
20081008,1,480,,480,460,472,189,104.31,367.69
20081009,1,476,,490,471,471.2,484,104.14,367.06
20081010,1,471,,475,460,460,189,101.66,358.34
20081013,1,460.5,,474.9,460.5,474.9,8,104.95,369.95
20081014,-1,545,,545,476,526.5,178,125.83,652.33
20081015,-1,528,,540,514,514,107,122.85,636.85
20081016,-1,481,,510,481,509.5,22,121.77,631.27
20081017,-1,487.5,,507.5,482,507.5,74,121.29,628.79
20081020,-1,509.5,,509.5,509.5,509.5,1,121.77,631.27
20081021,-1,509.5,,509.5,495,509,23,121.65,630.65
20081022,1,490,,490,480,484,145,106.96,377.04
20081023,1,475,,489,461,489,161,108.07,380.93
20081024,1,472.1,,485,470.1,485,7,107.19,377.82
20081027,1,485,,485,472,484,93,106.96,377.04
20081028,1,484,,490,480.2,484,99,106.96,377.04
20081029,-1,499,,500,498,498,111,119.02,617.02
20081030,1,500,,500,486,490,89,108.29,381.71
20081031,-1,490,,493.9,490,493.9,67,118.04,611.94
20081103,-1,540,,550,500,537.5,259,128.46,665.96
20081104,-1,530,,550,530,550,594,131.45,681.45
20081105,-1,574,,574,550,550,104,131.45,681.45
20081106,-1,550,,550,540,540,62,129.06,669.06
20081107,-1,540,,540,531,531,118,126.91,657.91
20081110,1,532,,532,520,522.5,22,115.47,407.03
20081112,-1,520,,550,515.5,550,24,131.45,681.45
20081113,-1,539,,541,539,541,7,129.3,670.3
20081114,-1,540,,540,540,540,6,129.06,669.06
20081117,1,540,,540,522.5,522.5,4,115.47,407.03
20081118,-1,547,,547,523,535,55,127.87,662.87
20081119,1,520,,525,520,525,15,116.03,408.98
20081120,1,515.5,,515.5,505,505,21,111.61,393.4
20081121,1,505,,513,490,513,30,113.37,399.63
20081124,1,513,,513,495.2,497.1,32,109.86,387.24
20081125,1,512,,512,496.5,505,1083,111.61,393.4
20081126,1,501.5,,502,498,498,53,110.06,387.94
20081127,1,498,,500,490,493,79,108.95,384.05
20081128,1,493,,493,486,486,4,107.41,378.59
20081201,1,500,,500,491,491,3,108.51,382.49
20081202,1,500,,500,498,498,3,110.06,387.94
20081203,1,501.5,,501.5,487,487,32,107.63,379.37
20081204,1,493,,494,485,494,64,109.17,384.83
20081205,1,491,,491,486.1,486.1,5,107.43,378.67
20081208,1,495,,495,495,495,53,109.4,385.61
20081209,1,486,,489.8,483.5,485,110,107.19,377.82
20081210,1,485,,498,485,493.5,9,109.06,384.44
20081211,1,486.1,,493,480,484,88,106.96,377.04
20081212,1,474,,474,470,473.9,177,104.73,369.17
20081215,1,479,,479,445,460,137,101.66,358.34
20081216,1,460,,467,454,454,43,100.33,353.67
20081217,1,468.8,,468.8,445,445,118,98.35,346.66
20081218,1,449,,449,444,447.7,246,98.94,348.76
20081219,-1,448,,480,441,480,58,114.72,594.72
20081222,1,455,,455,444,450,33,99.45,350.55
20081223,1,450,,450,430.5,431.5,716,95.36,336.14
20081229,-1,439,,474,415,474,802,113.29,587.29
20081230,-1,470,,470,444,470,586,112.33,582.33
20081231,-1,457.3,,468.4,450,468.4,454,111.95,580.35
20090105,-1,468.5,,515,465,515,293,123.09,638.09
20090106,-1,505,,505,493,497,67,118.78,615.78
20090107,-1,499.9,,500,491,491,23,117.35,608.35
20090108,-1,511.5,,511.5,488.2,494.9,137,118.28,613.18
20090109,-1,494.8,,505,494.2,505,200,120.7,625.7
20090112,-1,505,,505,483.5,489.2,44,116.92,606.12
20090113,-1,485,,498.5,480,498.5,33,119.14,617.64
20090114,-1,498.3,,510,498.3,508,151,121.41,629.41
20090115,-1,482.1,,500,482.1,500,10,119.5,619.5
20090116,-1,498,,548,498,548,661,130.97,678.97
20090119,-1,525,,525,511,525,251,125.48,650.48
20090120,-1,518,,537.5,517,537.5,134,128.46,665.96
20090121,-1,515.5,,537,515.5,537,247,128.34,665.34
20090122,-1,536.5,,536.5,525,528.5,101,126.31,654.81
20090123,-1,520.5,,520.5,517.5,520,353,124.28,644.28
20090126,-1,505,,537,505,537,30,128.34,665.34
20090127,-1,535.5,,535.5,520,525,223,125.48,650.48
20090128,-1,525,,525,525,525,118,125.48,650.48
20090129,-1,525,,525,525,525,150,125.48,650.48
20090130,1,517,,520,510,520,509,114.92,405.08
20090202,-1,520,,530,517.5,530,125,126.67,656.67
20090203,1,503,,514,503,503.5,265,111.27,392.23
20090204,1,515,,522,506.5,520,812,114.92,405.08
20090205,-1,519.5,,530,516,526,403,125.71,651.71
20090206,1,527,,535,519,519,466,114.7,404.3
20090209,1,520,,529,515,515,86,113.82,401.19
20090210,1,519,,525,512.5,512.5,95,113.26,399.24
20090211,1,510.5,,523,510.5,512.5,310,113.26,399.24
20090212,-1,519.5,,540,519.5,540,244,129.06,669.06
20090213,-1,521,,528,520,524,307,125.24,649.24
20090216,-1,521,,527.5,517,527.5,378,126.07,653.57
20090217,-1,515.5,,540.5,515,540.5,781,129.18,669.68
20090218,-1,540,,560,539,560,476,133.84,693.84
20090219,-1,566.5,,588,561,570,88,136.23,706.23
20090220,-1,552,,570,552,565,55,135.04,700.04
20090224,-1,564,,565,560,565,62,135.04,700.04
20090225,-1,565,,565,565,565,8,135.04,700.04
20090226,-1,565,,575,564.5,564.5,27,134.92,699.42
20090227,-1,565,,570,565,570,71,136.23,706.23
20090302,1,570,,570,555,555,20,122.66,432.35
20090303,-1,568,,570,560,561,49,134.08,695.08
20090304,-1,569,,570,569,570,59,136.23,706.23
20090305,-1,570,,575,565,575,35,137.43,712.43
20090306,-1,570,,570,570,570,6,136.23,706.23
20090309,-1,575,,579,570,570,22,136.23,706.23
20090310,1,565,,565,551,555,19,122.66,432.35
20090311,1,569,,569,558,558,25,123.32,434.68
20090312,1,558,,558,558,558,2,123.32,434.68
20090313,1,567.5,,567.5,555.5,555.5,9,122.77,432.73
20090316,1,568,,568,551,551,9,121.77,429.23
20090317,-1,565,,565,560,560,31,133.84,693.84
20090318,1,550,,550,543,543,31,120,423
20090319,1,555,,557.5,555,555,27,122.66,432.35
20090320,-1,555,,560,532.5,560,553,133.84,693.84
20090323,-1,560,,580,560,580,91,138.62,718.62
20090324,-1,579,,585,579,585,29,139.82,724.82
20090325,-1,580,,580,565,578.5,393,138.26,716.76
20090326,-1,579,,579,565,570,28,136.23,706.23
20090327,-1,565,,589,565,589,197,140.77,729.77
20090330,-1,580,,589,567.5,585,267,139.82,724.82
20090331,-1,574,,585,574,585,43,139.82,724.82
20090401,-1,585,,589,585,585,74,139.82,724.82
20090402,-1,580.5,,589.5,580.5,585,126,139.82,724.82
20090403,-1,580,,585,580,585,59,139.82,724.82
20090406,-1,595,,595,585,585,34,139.82,724.82
20090407,-1,597,,597,585,585,62,139.82,724.82
20090408,-1,595,,599,595,599,13,143.16,742.16
20090409,-1,600,,600,590.5,590.5,40,141.13,731.63
20090414,1,594.5,,594.5,585,585,43,129.29,455.72
20090415,-1,590,,595,590,592,56,141.49,733.49
20090416,-1,595,,595,590,590,5,141.01,731.01
20090417,1,570.5,,590,570,580.5,175,128.29,452.21
20090420,1,580.5,,591,580,585,51,129.29,455.72
20090421,-1,585,,600,585,590,81,141.01,731.01
20090422,-1,598,,598,598,598,4,142.92,740.92
20090423,-1,600,,600,600,600,14,143.4,743.4
20090424,-1,600,,605,600,604.5,125,144.48,748.98
20090427,-1,604,,605,604,604.5,9,144.48,748.98
20090428,1,604.5,,604.5,590,594.5,76,131.38,463.12
20090429,1,595,,595,595,595,2,131.5,463.51
20090430,1,587.5,,594,586.5,594,20,131.27,462.73
20090504,1,590,,593,585,593,78,131.05,461.95
20090505,1,585,,592.5,584,592.5,6,130.94,461.56
20090506,1,592,,599,589,594,69,131.27,462.73
20090507,1,592,,609,541,553,619,122.21,430.79
20090508,1,570.5,,585,560,581,189,128.4,452.6
20090511,1,580,,580,570,570,69,125.97,444.03
20090512,1,574,,574,570.5,570.5,7,126.08,444.42
20090513,1,570,,570,566,568,41,125.53,442.47
20090514,1,570,,573,560.5,573,64,126.63,446.37
20090515,1,573.5,,573.5,570,571,8,126.19,444.81
20090518,1,570,,574,569,574,103,126.85,447.15
20090519,1,572,,572,572,572,11,126.41,445.59
20090520,1,565.5,,573,565,570.5,26,126.08,444.42
20090521,1,568,,568,568,568,28,125.53,442.47
20090522,1,572.5,,572.5,570,570,15,125.97,444.03
20090525,1,563,,563,563,563,6,124.42,438.58
20090526,1,569,,570,569,569,47,125.75,443.25
20090527,1,569.5,,570,569,570,200,125.97,444.03
20090528,1,570,,570,555,556,39,122.88,433.12
20090529,1,568.5,,568.5,564,564,2,124.64,439.36
20090601,-1,570,,570,569.5,570,13,136.23,706.23
20090602,-1,575,,575,567,569,181,135.99,704.99
20090603,-1,570,,575.5,569,569,221,135.99,704.99
20090604,-1,573,,573,567,569,144,135.99,704.99
20090605,1,558.5,,558.5,550,550,95,121.55,428.45
20090608,1,557.5,,564.5,535,535,56,118.24,416.77
20090609,1,545,,549,535,535,236,118.24,416.77
20090610,1,535,,535,525,534.5,286,118.12,416.38
20090612,1,535,,535,525.5,525.5,87,116.14,409.36
20090615,1,525.5,,532,525.5,532,14,117.57,414.43
20090616,1,525,,530,511,529.5,301,117.02,412.48
20090617,1,528,,528,515,515,37,113.82,401.19
20090618,1,515,,523,512.5,523,36,115.58,407.42
20090619,-1,525,,540,525,540,203,129.06,669.06
20090622,-1,548.5,,548.5,525,540,51,129.06,669.06
20090623,-1,511,,539.5,511,539.5,83,128.94,668.44
20090624,-1,539.5,,539.5,539.5,539.5,10,128.94,668.44
20090625,-1,539.5,,539.5,539.5,539.5,7,128.94,668.44
20090626,-1,526,,539.5,524,539.5,10,128.94,668.44
20090629,1,536.5,,536.5,522,522,19,115.36,406.64
20090630,1,523,,530,522,523,142,115.58,407.42
20090701,1,520,,530,520,530,10,117.13,412.87
20090702,1,529.5,,530,529.5,530,4,117.13,412.87
20090703,-1,529,,539,523,539,126,128.82,667.82
20090706,1,530,,530,523.5,523.5,13,115.69,407.81
20090707,-1,524.5,,532,524,532,50,127.15,659.15
20090708,1,530,,530,530,530,9,117.13,412.87
20090709,1,530,,540,525.5,526,72,116.25,409.75
20090710,-1,525.5,,540,511.5,540,626,129.06,669.06
20090713,-1,539,,539,539,539,4,128.82,667.82
20090714,1,530,,530,525,525,135,116.03,408.98
20090715,1,530,,530,525,525,19,116.03,408.98
20090716,1,526,,530,525,529,22,116.91,412.09
20090717,1,529,,530,526,526,6,116.25,409.75
20090721,1,520,,520,520,520,8,114.92,405.08
20090722,-1,525,,529,517,529,53,126.43,655.43
20090723,1,523,,523,515,520,61,114.92,405.08
20090724,-1,526,,529,520,529,51,126.43,655.43
20090727,1,520.5,,521.5,520,520,39,114.92,405.08
20090728,1,526.5,,526.5,520,520,6,114.92,405.08
20090730,1,519,,520,512,519.5,81,114.81,404.69
20090731,1,519.5,,520,516,516,32,114.04,401.96
20090803,1,516.5,,517,513,513,35,113.37,399.63
20090804,1,512,,520,508,510,155,112.71,397.29
20090805,1,505.5,,510,505.5,506,37,111.83,394.17
20090806,1,505,,507,476.1,500,495,110.5,389.5
20090807,1,495,,507.5,495,505,51,111.61,393.4
20090810,1,505,,510,500,505,530,111.61,393.4
20090811,-1,509,,518,507,511,131,122.13,633.13
20090812,1,515,,515,500,500,234,110.5,389.5
20090813,1,505.5,,506.5,500,502,104,110.94,391.06
20090814,1,504,,506,498,506,114,111.83,394.17
20090817,1,509,,509,499,499,44,110.28,388.72
20090818,1,499,,502,499,502,18,110.94,391.06
20090819,1,506.5,,506.5,499,502,23,110.94,391.06
20090820,1,501,,501.5,495,500,89,110.5,389.5
20090821,1,504,,504,498,500,61,110.5,389.5
20090824,1,500,,503,498,503,36,111.16,391.84
20090825,1,504,,504,485,498.4,333,110.15,388.25
20090826,1,498.4,,502,485,485.2,275,107.23,377.97
20090827,1,485.2,,490,485,485,57,107.19,377.82
20090828,1,492,,495,490,490,50,108.29,381.71
20090831,-1,509,,509,495,498.8,83,119.21,618.01
20090901,1,490.5,,499.7,480.1,481.7,125,106.46,375.24
20090902,1,483,,483,480.1,480.1,93,106.1,374
20090903,1,488,,488,478,480,81,106.08,373.92
20090904,1,485,,485,477,477,183,105.42,371.58
20090907,1,479.9,,483,476.2,476.2,266,105.24,370.96
20090908,1,482.9,,482.9,476.5,480,18,106.08,373.92
20090909,1,482.9,,483,476.5,476.5,270,105.31,371.19
20090910,-1,480,,485,480,485,16,115.92,600.92
20090911,-1,485,,485,484,485,1159,115.92,600.92
20090914,-1,480,,509,480,509,646,121.65,630.65
20090915,-1,509,,509,486,504.5,1102,120.58,625.08
20090916,-1,504,,504,490.2,504,72,120.46,624.46
20090917,-1,486.5,,500,486.5,500,253,119.5,619.5
20090918,-1,502,,503,490,500,86,119.5,619.5
20090921,-1,504.5,,504.5,502,504.5,200,120.58,625.08
20090922,-1,504.5,,508.5,503,506.5,430,121.05,627.55
20090923,-1,508,,508.5,495.5,506,381,120.93,626.93
20090924,-1,501,,505,499,504.5,193,120.58,625.08
20090925,-1,502,,504,502,504,100,120.46,624.46
20090928,1,503,,503,493,500,132,110.5,389.5
20090929,1,495,,500,491,500,139,110.5,389.5
20090930,1,500,,500,493,499,43,110.28,388.72
20091001,1,499,,499.5,498,499.5,44,110.39,389.11
20091002,1,493,,499,493,499,88,110.28,388.72
20091005,1,493.5,,493.5,493.5,493.5,1,109.06,384.44
20091006,1,493.5,,493.5,490,490,57,108.29,381.71
20091007,1,492,,492,490,490,216,108.29,381.71
20091008,1,489.1,,490,489,490,171,108.29,381.71
20091009,1,498,,499,490,490,95,108.29,381.71
20091012,-1,495,,495,495,495,20,118.31,613.31
20091013,1,492,,492,490,490,81,108.29,381.71
20091014,1,491.8,,491.8,489.9,490,42,108.29,381.71
20091015,1,487.5,,490,487,490,128,108.29,381.71
20091016,1,481.5,,484,480.7,482,58,106.52,375.48
20091019,1,482.1,,487,480,480,254,106.08,373.92
20091020,1,480,,480,475,475,398,104.98,370.03
20091021,1,470.1,,470.1,465,465,424,102.77,362.24
20091022,1,465,,465,465,465,396,102.77,362.24
20091023,-1,465,,485,460,485,1214,115.92,600.92
20091026,-1,485,,485,470.5,485,57,115.92,600.92
20091027,-1,485,,490,485,490,45,117.11,607.11
20091028,-1,473,,489.7,472.5,489.7,25,117.04,606.74
20091029,-1,489.7,,489.7,476,489,75,116.87,605.87
20091030,-1,490.9,,490.9,480.1,488.5,32,116.75,605.25
20091102,-1,488.6,,490,485,490,246,117.11,607.11
20091103,-1,481.1,,490.2,481.1,490,28,117.11,607.11
20091104,-1,489.7,,489.7,483.1,487.5,53,116.51,604.01
20091105,-1,487.4,,488,483,488,219,116.63,604.63
20091106,-1,489.6,,489.9,485,489.9,361,117.09,606.99
20091109,-1,490,,490,479.9,490,283,117.11,607.11
20091110,1,490,,490,485,485,253,107.19,377.82
20091112,1,489,,489,484.5,485,394,107.19,377.82
20091113,1,485,,485,478,484,56,106.96,377.04
20091116,1,488.7,,488.7,480,480,258,106.08,373.92
20091117,1,478,,480,478,480,16,106.08,373.92
20091118,1,478,,478,475,475,51,104.98,370.03
20091119,1,476,,480,476,476,24,105.2,370.8
20091120,1,479,,479,475,478,11,105.64,372.36
20091123,1,479,,480.5,476,480,33,106.08,373.92
20091124,1,480,,480,479.9,479.9,4,106.06,373.84
20091125,1,480,,480,480,480,3,106.08,373.92
20091127,1,471,,480,471,480,55,106.08,373.92
20091130,1,471.6,,479,471.6,479,16,105.86,373.14
20091202,1,475,,479,472,477,91,105.42,371.58
20091203,-1,475,,480,475,480,40,114.72,594.72
20091204,-1,480,,480,480,480,125,114.72,594.72
20091207,1,479.9,,479.9,477,479.5,8,105.97,373.53
20091208,1,472.1,,472.1,470,472,45,104.31,367.69
20091209,1,473.5,,476.9,473,473,41,104.53,368.47
20091210,-1,476.4,,480,476.3,480,33,114.72,594.72
20091211,1,480,,480,475,475,5,104.98,370.03
20091214,-1,476,,485,474,485,54,115.92,600.92
20091215,1,474,,475,472,475,17,104.98,370.03
20091216,-1,472,,479.9,472,479.9,8,114.7,594.6
20091217,-1,482,,483.9,471,479,94,114.48,593.48
20091218,-1,479.8,,484,475,484,62,115.68,599.68
20091221,1,480,,480,471,471,25,104.09,366.91
20091222,-1,475,,484.9,473.5,484.9,129,115.89,600.79
20091223,-1,484.9,,485,473.1,485,118,115.92,600.92
20091228,-1,484.9,,485,477,485,169,115.92,600.92
20091229,1,484,,485,478,480,99,106.08,373.92
20091230,-1,480,,485,478,485,93,115.92,600.92
20091231,1,485,,485,480,480,24,106.08,373.92
20100104,-1,480,,485,480,484,29,115.68,599.68
20100105,-1,485,,485,481,485,234,115.92,600.92
20100106,-1,485,,487,475,487,139,116.39,603.39
20100107,-1,487,,487,476.5,487,61,116.39,603.39
20100108,-1,486.5,,492,486.5,492,200,117.59,609.59
20100111,-1,490,,492,488,492,103,117.59,609.59
20100112,1,481.5,,481.5,476.1,476.1,12,105.22,370.88
20100113,-1,484,,489,484,489,20,116.87,605.87
20100114,-1,488.5,,488.5,488.5,488.5,7,116.75,605.25
20100115,1,486,,486,485,485,25,107.19,377.82
20100118,1,485,,485,477,485,36,107.19,377.82
20100119,1,485,,485,471.1,479.7,176,106.01,373.69
20100120,1,479.8,,484,479.8,484,34,106.96,377.04
20100121,1,478,,481,478,481,14,106.3,374.7
20100122,-1,478.1,,485,472,485,121,115.92,600.92
20100125,1,484.9,,484.9,474,484,44,106.96,377.04
20100126,1,477,,482,477,482,53,106.52,375.48
20100127,1,481,,481,477.5,481,42,106.3,374.7
20100128,1,483,,484.8,477.2,477.2,255,105.46,371.74
20100129,1,480,,481,480,481,51,106.3,374.7
20100201,1,477,,480,477,479,6,105.86,373.14
20100202,1,480,,480.1,480,480,14,106.08,373.92
20100203,1,481,,481,480,480,3,106.08,373.92
20100205,1,475,,475,470,470,100,103.87,366.13
20100208,-1,470,,483,460,483,210,115.44,598.44
20100209,-1,480,,480,480,480,15,114.72,594.72
20100210,1,480,,480,474,474,434,104.75,369.25
20100215,-1,474,,484.7,474,484.7,48,115.84,600.54
20100216,-1,484.7,,484.7,475.5,483.9,19,115.65,599.55
20100217,-1,483,,483,483,483,1,115.44,598.44
20100218,-1,483.5,,483.5,483.5,483.5,6,115.56,599.06
20100219,1,476.1,,476.1,476,476,22,105.2,370.8
20100222,1,476.5,,476.5,476.2,476.2,14,105.24,370.96
20100223,-1,477,,479.9,470.1,479.9,57,114.7,594.6
20100224,1,483.8,,483.8,460,467.5,189,103.32,364.18
20100225,1,470,,477,470,474,70,104.75,369.25
20100226,-1,474,,478.5,474,478.5,10,114.36,592.86
20100301,1,476,,476,450,460.5,137,101.77,358.73
20100302,1,462.1,,472,460,465.1,6555,102.79,362.31
20100303,1,472.5,,472.5,466,466,9,102.99,363.01
20100304,1,460,,460,460,460,212,101.66,358.34
20100305,-1,460.5,,484,460.5,483,209,115.44,598.44
20100308,-1,491,,504.5,491,495,305,118.31,613.31
20100309,-1,494.8,,494.8,490,490.1,186,117.13,607.23
20100310,-1,485.1,,490,484,490,48,117.11,607.11
20100311,-1,490.1,,492,485.2,490,56,117.11,607.11
20100312,-1,487,,493,487,493,57,117.83,610.83
20100315,-1,486.1,,495,484,495,142,118.31,613.31
20100316,-1,495,,499,493,499,92,119.26,618.26
20100317,-1,498,,500,495,500,215,119.5,619.5
20100318,-1,500,,500,490,500,79,119.5,619.5
20100319,-1,499.9,,500,499,500,456,119.5,619.5
20100322,-1,490.6,,500,490.6,500,78,119.5,619.5
20100323,-1,499.8,,500,499,500,120,119.5,619.5
20100324,-1,500,,500,499.9,500,76,119.5,619.5
20100325,-1,500,,500,499,500,105,119.5,619.5
20100326,-1,500,,500,496,500,240,119.5,619.5
20100329,-1,500,,510,498,510,274,121.89,631.89
20100330,-1,512,,512,505,510,456,121.89,631.89
20100331,-1,510,,510,505,510,171,121.89,631.89
20100401,-1,510,,520,510,520,117,124.28,644.28
20100406,-1,520,,525,519,524,169,125.24,649.24
20100407,-1,525,,525,520,520,39,124.28,644.28
20100408,-1,505,,522,505,522,75,124.76,646.76
20100409,-1,522,,522.5,522,522,6,124.76,646.76
20100412,-1,524.5,,524.5,508,518,178,123.8,641.8
20100413,-1,517.5,,517.5,517.5,517.5,3,123.68,641.18
20100414,1,518,,518,512,512,4,113.15,398.85
20100415,1,512.5,,513,500,510,52,112.71,397.29
20100416,1,510,,510,509,510,46,112.71,397.29
20100419,1,509.5,,509.5,500,500,146,110.5,389.5
20100420,1,501,,502,500,501,81,110.72,390.28
20100421,1,502,,508,502,508,42,112.27,395.73
20100422,1,505,,505,502,502,145,110.94,391.06
20100423,1,510,,510,503,503,66,111.16,391.84
20100426,-1,504,,513,502,513,434,122.61,635.61
20100427,-1,519,,521.5,513,518.5,889,123.92,642.42
20100428,-1,523,,523,511.5,514,663,122.85,636.85
20100429,-1,515.5,,520,514,519,199,124.04,643.04
20100430,-1,519.5,,520,517,517,148,123.56,640.56
20100504,-1,520.5,,521,515.5,515.5,302,123.2,638.7
20100505,-1,518.5,,523,516.5,520,1962,124.28,644.28
20100506,-1,521,,545,521,528.5,893,126.31,654.81
20100507,-1,525,,544,524,540,746,129.06,669.06
20100510,1,516,,522,512,515,574,113.82,401.19
20100511,-1,517,,525,517,525,393,125.48,650.48
20100512,1,520,,528,517,519,632,114.7,404.3
20100513,1,517,,518,495,498.1,459,110.08,388.02
20100514,1,498.1,,503,490,490,178,108.29,381.71
20100517,1,488,,496,475,496,118,109.62,386.38
20100518,1,515,,515,500,505,151,111.61,393.4
20100519,1,506,,506,485,491,189,108.51,382.49
20100520,1,499.8,,500,491,491,46,108.51,382.49
20100521,1,490,,490,485,485,65,107.19,377.82
20100524,1,500,,500,486,486,17,107.41,378.59
20100525,1,484.9,,490,480,490,112,108.29,381.71
20100526,-1,490,,500,490,500,153,119.5,619.5
20100527,-1,503.5,,505,495,500,108,119.5,619.5
20100528,1,500,,500,490,490,109,108.29,381.71
20100531,1,493,,497.5,491,491,46,108.51,382.49
20100601,1,495,,495,491.5,491.5,49,108.62,382.88
20100602,1,497,,497,486,492,57,108.73,383.27
20100604,1,492.1,,492.1,488,488.2,77,107.89,380.31
20100607,1,495,,495,481,490,376,108.29,381.71
20100608,1,490,,491,488,491,219,108.51,382.49
20100609,-1,491,,493,491,493,159,117.83,610.83
20100610,1,488,,490,485,490,20,108.29,381.71
20100611,1,485,,490,485,490,19,108.29,381.71
20100614,1,490,,490,485,485,11,107.19,377.82
20100615,1,492,,492,485,485.5,32,107.3,378.2
20100616,1,485.6,,493,485.6,486,159,107.41,378.59
20100617,1,487,,495,485,486,194,107.41,378.59
20100618,1,485.1,,486,485,486,27,107.41,378.59
20100621,-1,486,,492,486,492,52,117.59,609.59
20100622,-1,490,,490,490,490,1,117.11,607.11
20100623,1,485.2,,485.2,485,485,13,107.19,377.82
20100624,1,486,,486,482,482,75,106.52,375.48
20100625,1,485,,487,482,482,29,106.52,375.48
20100628,1,485,,488,484,484,32,106.96,377.04
20100629,1,484,,484,480,480,181,106.08,373.92
20100630,1,482,,482,481.6,481.9,54,106.5,375.4
20100701,1,482,,482,480.5,482,52,106.52,375.48
20100702,1,482,,482,482,482,53,106.52,375.48
20100705,1,482,,482,482,482,33,106.52,375.48
20100706,1,482,,482,481,482,89,106.52,375.48
