<DTYYYYMMDD>,<SIGNAL>,<OPEN>,<FACTOR>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<FEE>,<FINALPRICE>
20100707,-1,482,,483,480.5,483,27,115.44,598.44
20100708,1,489,,489,481,481,3,106.3,374.7
20100709,1,481,,481,481,481,6,106.3,374.7
20100712,1,482,,482,481,482,77,106.52,375.48
20100713,-1,483,,491,483,491,67,117.35,608.35
20100714,-1,494,,495.2,491,491,55,117.35,608.35
20100715,-1,495.2,,495.2,490,490,90,117.11,607.11
20100716,-1,490,,493,490,493,13,117.83,610.83
20100719,-1,491,,494,490,490,57,117.11,607.11
20100720,-1,497.9,,497.9,494,494,26,118.07,612.07
20100721,-1,494,,495,493,495,72,118.31,613.31
20100722,-1,495,,520,495,515,4178,123.09,638.09
20100723,-1,512,,512,500,500,5047,119.5,619.5
20100726,-1,500,,505,500,500,5021,119.5,619.5
20100727,-1,500,,507,500,507,64,121.17,628.17
20100728,-1,506,,506,501,501,23,119.74,620.74
20100729,-1,506,,515,495,515,243,123.09,638.09
20100730,-1,514.5,,520,504,520,233,124.28,644.28
20100802,-1,515,,518,506,518,282,123.8,641.8
20100803,-1,510,,514,508,508,34,121.41,629.41
20100804,-1,507,,518,507,518,85,123.8,641.8
20100805,-1,518,,525,518,520,357,124.28,644.28
20100806,-1,517,,518,517,517,16,123.56,640.56
20100809,1,520,,520,510,510,26,112.71,397.29
20100810,-1,510,,513,510,513,3,122.61,635.61
20100811,1,510,,510,508.5,508.5,3,112.38,396.12
20100812,1,509,,510,509,510,13,112.71,397.29
20100813,-1,515,,516,510,516,6,123.32,639.32
20100816,-1,516,,516,503.5,515,17,123.09,638.09
20100818,1,505,,505,504,505,13,111.61,393.4
20100820,1,505.5,,510,505.5,510,14,112.71,397.29
20100823,-1,515,,515,510,513,18,122.61,635.61
20100824,1,506,,506,490.1,501,122,110.72,390.28
20100825,1,504,,504,495,497,39,109.84,387.16
20100826,1,503,,504,503,504,26,111.38,392.62
20100827,-1,507.5,,507.5,507.5,507.5,2,121.29,628.79
20100830,1,513.5,,514.5,504,504,40,111.38,392.62
20100901,1,510,,510,502.5,502.5,18,111.05,391.45
20100902,-1,512.5,,514,508,514,62,122.85,636.85
20100903,-1,515,,515,510,515,23,123.09,638.09
20100906,-1,515,,515,510,510,49,121.89,631.89
20100907,1,510,,510,505,505,12,111.61,393.4
20100908,-1,515,,518.5,515,518.5,22,123.92,642.42
20100909,-1,518,,520,505,520,106,124.28,644.28
20100910,-1,519.5,,523,519.5,523,252,125,648
20100913,-1,521,,527,515,527,202,125.95,652.95
20100914,-1,524,,525,524,525,16,125.48,650.48
20100915,-1,524,,524,523,523,26,125,648
20100917,1,520,,520,510,510,6,112.71,397.29
20100920,1,506,,509,505,507,21,112.05,394.95
20100921,-1,508,,528,507,528,354,126.19,654.19
20100922,-1,527,,534,525,534,236,127.63,661.63
20100923,-1,534,,534,529,529,68,126.43,655.43
20100924,-1,529,,541,529,540,303,129.06,669.06
20100927,-1,540,,545,540,541,66,129.3,670.3
20100928,-1,541,,549,528,549,267,131.21,680.21
20100929,-1,549,,549,535,549,40,131.21,680.21
20100930,-1,549,,556,545,556,239,132.88,688.88
20101001,-1,556,,563,555,555,230,132.65,687.65
20101004,-1,555.5,,560,550,560,69,133.84,693.84
20101005,-1,559,,559,559,559,2,133.6,692.6
20101006,-1,559,,564,550,560,215,133.84,693.84
20101007,-1,550.5,,555,550,555,176,132.65,687.65
20101008,1,554,,554,545,550,23,121.55,428.45
20101011,-1,549,,560,549,560,47,133.84,693.84
20101012,1,559,,560,545,550,77,121.55,428.45
20101013,-1,550,,560,550,560,73,133.84,693.84
20101014,-1,560,,560,555,555,124,132.65,687.65
20101015,1,552,,555,550,550,33,121.55,428.45
20101018,-1,555,,555,555,555,12,132.65,687.65
20101019,-1,555,,555,545,555,52,132.65,687.65
20101020,1,554,,554,546,546,13,120.67,425.33
20101021,-1,546,,558,546,558,85,133.36,691.36
20101022,1,557,,557,547,548,46,121.11,426.89
20101025,-1,548.5,,556,547,556,124,132.88,688.88
20101026,-1,547,,557,545,557,92,133.12,690.12
20101027,-1,557,,557,557,557,10,133.12,690.12
20101028,-1,557,,559,548,559,46,133.6,692.6
20101029,-1,559,,562,559,562,77,134.32,696.32
20101102,-1,560,,570,560,570,89,136.23,706.23
20101103,-1,570,,570,570,570,45,136.23,706.23
20101104,-1,572,,573,570,573,26,136.95,709.95
20101105,-1,573,,573,570,570,196,136.23,706.23
20101108,-1,572,,580,570,580,154,138.62,718.62
20101109,-1,575,,580,570,579,259,138.38,717.38
20101110,-1,579,,579,570,570,89,136.23,706.23
20101112,-1,576,,576,560.5,570,214,136.23,706.23
20101115,1,560.5,,567,551,560,45,123.76,436.24
20101116,1,553,,553,551,552,22,121.99,430.01
20101117,1,551,,555,551,555,26,122.66,432.35
20101118,1,554,,556,554,554,14,122.43,431.57
20101119,1,553,,553,545.5,545.5,152,120.56,424.94
20101122,1,540,,545,535,535,45,118.24,416.77
20101123,1,550,,550,535,550,57,121.55,428.45
20101124,1,550,,560,535,535,153,118.24,416.77
20101125,-1,555,,555,555,555,2,132.65,687.65
20101126,1,555,,555,550,550,14,121.55,428.45
20101129,-1,559,,559,559,559,2,133.6,692.6
20101130,-1,559,,559,550,559,19,133.6,692.6
20101201,1,559,,559,550,550,23,121.55,428.45
20101202,1,555,,555,540,540,124,119.34,420.66
20101203,1,559,,559,541,541.5,46,119.67,421.83
20101206,-1,556,,556,555.5,556,69,132.88,688.88
20101207,-1,545,,556,545,556,23,132.88,688.88
20101209,-1,555,,555,555,555,2,132.65,687.65
20101210,1,555,,555,540.5,540.5,23,119.45,421.05
20101213,-1,555,,555,546,553.5,14,132.29,685.79
20101214,1,550,,550,550,550,100,121.55,428.45
20101215,1,550,,550,548,548,17,121.11,426.89
20101216,1,550,,550,540.5,540.5,22,119.45,421.05
20101217,-1,541,,554.5,540.5,554.5,92,132.53,687.03
20101220,-1,554.5,,554.5,554,554,38,132.41,686.41
20101221,-1,554,,563,543,563,106,134.56,697.56
20101222,-1,565,,565,556,564,106,134.8,698.8
20101223,1,560,,563,551.5,551.5,9,121.88,429.62
20101227,1,550.5,,570,550,551,72,121.77,429.23
20101228,-1,553.5,,565,552,555,8,132.65,687.65
20101229,-1,563,,565,550,564,197,134.8,698.8
20101230,-1,564,,564,560,560,25,133.84,693.84
20101231,-1,564,,566,564,566,147,135.27,701.27
20110103,-1,565,,565,555,565,17,135.04,700.04
20110104,-1,567,,568,566,566,54,135.27,701.27
20110105,-1,555.5,,565,555,565,33,135.04,700.04
20110107,1,558,,558,558,558,3,123.32,434.68
20110110,1,558,,564,555,555,133,122.66,432.35
20110111,-1,556,,564,556,564,12,134.8,698.8
20110112,1,560,,564,560,560,24,123.76,436.24
20110113,1,564,,564,560,560,11,123.76,436.24
20110114,1,555,,560,555,555,34,122.66,432.35
20110117,1,555,,555,554,554,21,122.43,431.57
20110119,1,554,,554,554,554,18,122.43,431.57
20110120,-1,555,,564,553,564,22,134.8,698.8
20110121,1,555,,555.5,555,555,31,122.66,432.35
20110124,1,556,,556,555,555,23,122.66,432.35
20110126,-1,556,,560,555,560,30,133.84,693.84
20110127,-1,560,,560,560,560,3,133.84,693.84
20110128,1,563.5,,563.5,555,555,41,122.66,432.35
20110131,1,555,,555,555,555,65,122.66,432.35
20110201,-1,565,,570,565,570,40,136.23,706.23
20110202,-1,570,,570,570,570,10,136.23,706.23
20110203,1,569,,569,550,552,92,121.99,430.01
20110204,1,554,,557,550,550,62,121.55,428.45
20110207,1,550,,555,550,555,29,122.66,432.35
20110208,-1,555,,561,550,560,105,133.84,693.84
20110209,-1,560,,562,560,562,23,134.32,696.32
20110210,-1,560,,562,560,561,18,134.08,695.08
20110211,-1,562,,564,561,564,12,134.8,698.8
20110214,-1,564,,565,564,565,17,135.04,700.04
20110215,-1,565,,565,561,561,9,134.08,695.08
20110216,-1,565,,565,562,562,20,134.32,696.32
20110217,-1,564,,565,561,565,14,135.04,700.04
20110218,1,565,,565,561,561,10,123.98,437.02
20110221,1,561,,561,561,561,2,123.98,437.02
20110222,1,561,,561,561,561,31,123.98,437.02
20110223,1,553,,553,553,553,4,122.21,430.79
20110224,-1,555,,560,555,560,31,133.84,693.84
20110225,-1,563,,566,558,566,44,135.27,701.27
20110228,-1,567.5,,568,567.5,568,9,135.75,703.75
20110301,-1,570,,576,570,570.5,126,136.35,706.85
20110302,-1,571,,585,570,585,165,139.82,724.82
20110303,-1,590,,604,589,589,163,140.77,729.77
20110304,-1,589,,599,589,598,27,142.92,740.92
20110307,-1,597,,605,580.5,590,185,141.01,731.01
20110308,-1,590,,595,590,595,27,142.21,737.21
20110309,-1,598.5,,599,598.5,599,8,143.16,742.16
20110310,-1,599,,599,599,599,5,143.16,742.16
20110311,-1,599,,599,597,599,25,143.16,742.16
20110314,-1,598,,598,598,598,46,142.92,740.92
20110315,-1,598,,598,597,598,47,142.92,740.92
20110316,-1,598,,598,597.5,597.5,19,142.8,740.3
20110317,-1,597,,597,592,597,145,142.68,739.68
20110318,-1,597,,597,592,596,18,142.44,738.44
20110321,1,596,,596,585,591,61,130.61,460.39
20110322,-1,591.5,,600,591.5,600,110,143.4,743.4
20110323,-1,600.5,,604,598,599,135,143.16,742.16
20110324,-1,598.5,,604,596,604,20,144.36,748.36
20110325,-1,605,,605,604,605,172,144.6,749.6
20110328,-1,610,,635,610,635,112,151.77,786.77
20110329,-1,631,,635,626,635,62,151.77,786.77
20110330,-1,634,,640,629,631,162,150.81,781.81
20110331,-1,631,,650,630.5,649.5,92,155.23,804.73
20110401,-1,651,,655,640,641,174,153.2,794.2
20110404,-1,642,,649.5,641,649,28,155.11,804.11
20110405,-1,650,,658,645,655,202,156.55,811.55
20110406,-1,658.5,,664,658,661,245,157.98,818.98
20110407,-1,660,,661,660,660,22,157.74,817.74
20110408,-1,661.5,,674.5,661.5,670,141,160.13,830.13
20110411,-1,670.5,,694,660,692,340,165.39,857.39
20110412,-1,692,,692,689,689,117,164.67,853.67
20110413,-1,685,,693.5,675.5,689,421,164.67,853.67
20110414,-1,686,,690,685,689,35,164.67,853.67
20110415,-1,688,,700,688,692,112,165.39,857.39
20110418,-1,697.5,,710,690,690,367,164.91,854.91
20110419,-1,695,,697,691,691,72,165.15,856.15
20110420,-1,691,,705,691,702,178,167.78,869.78
20110421,-1,703,,710,703,710,331,169.69,879.69
20110426,-1,715,,719,710,710,520,169.69,879.69
20110427,-1,714.5,,717.5,703,704,1601,168.26,872.26
20110428,-1,708,,716.5,707.5,714.5,481,170.77,885.27
20110429,-1,714,,715,713.5,714.5,426,170.77,885.27
20110502,1,710,,710,663.5,693,645,153.15,539.85
20110504,1,693,,694,690,691.5,817,152.82,538.68
20110505,1,691.5,,691.5,674,680,193,150.28,529.72
20110506,1,636,,655,626,639,951,141.22,497.78
20110509,1,638,,638,610,611,373,135.03,475.97
20110510,1,605,,620,605,620,97,137.02,482.98
20110511,1,630,,642,625,629,178,139.01,489.99
20110512,1,630,,641.5,630,641.5,76,141.77,499.73
20110513,1,641.5,,641.5,628,628,99,138.79,489.21
20110516,1,628,,628,610,612,104,135.25,476.75
20110517,1,625,,630,615,630,153,139.23,490.77
20110518,1,630,,630,620,630,21,139.23,490.77
20110519,1,620,,630,620,630,96,139.23,490.77
20110520,1,630,,630,621,621,33,137.24,483.76
20110523,1,630,,630,620,620,9,137.02,482.98
20110524,1,620,,629,620,625,50,138.13,486.88
20110525,1,628,,628,620,628,14,138.79,489.21
20110526,1,628,,628,619,620,80,137.02,482.98
20110527,-1,627,,628,627,628,39,150.09,778.09
20110530,-1,628,,628,627,628,235,150.09,778.09
20110531,1,627,,627,626,626,136,138.35,487.65
20110601,1,626,,626,620,620,52,137.02,482.98
20110602,1,620,,626,618,619,60,136.8,482.2
20110603,-1,619,,626,605,626,26,149.61,775.61
20110606,1,627,,627,615,624,107,137.9,486.1
20110607,1,625,,625,617,618,122,136.58,481.42
20110608,1,623.5,,624,623,623,12,137.68,485.32
20110609,1,615,,619,615,619,38,136.8,482.2
20110610,1,620,,620,605,606,59,133.93,472.07
20110613,1,610,,610,604,604,150,133.48,470.52
20110614,1,605,,606,604,606,51,133.93,472.07
20110615,1,608,,610,607,608,122,134.37,473.63
20110616,1,608,,612,608,608,57,134.37,473.63
20110617,1,610,,610,610,610,23,134.81,475.19
20110620,1,610,,610,605,610,59,134.81,475.19
20110621,1,606,,606,602,602,74,133.04,468.96
20110622,-1,602,,615,602,615,154,146.99,761.99
20110624,1,615,,615,600,605,137,133.71,471.3
20110627,1,607,,612,605,605,73,133.71,471.3
20110628,1,605,,607.5,605,605,41,133.71,471.3
20110629,-1,609,,609,609,609,32,145.55,754.55
20110630,1,620,,620,600,600,41,132.6,467.4
20110701,1,601.5,,603,601.5,603,106,133.26,469.74
20110704,-1,610,,611,605,611,54,146.03,757.03
20110705,-1,611,,611,611,611,10,146.03,757.03
20110706,1,610,,610,601,601,40,132.82,468.18
20110707,-1,600,,610,600,610,6,145.79,755.79
20110708,-1,603,,610,600,610,48,145.79,755.79
20110712,1,601,,601,599,600,50,132.6,467.4
20110713,1,600,,608,585,600,78,132.6,467.4
20110714,1,600,,600,586,599.5,16,132.49,467.01
20110715,1,592,,596,592,594,115,131.27,462.73
20110718,1,595,,598,592.5,598,23,132.16,465.84
20110719,1,600,,600,594,594,29,131.27,462.73
20110720,1,594.5,,600,594,594,84,131.27,462.73
20110721,1,594,,594,588,593,110,131.05,461.95
20110722,1,595,,595,593,593,30,131.05,461.95
20110725,1,591,,593,591,593,22,131.05,461.95
20110726,1,590,,599,590,595,15,131.5,463.51
20110727,1,595,,595,595,595,45,131.5,463.51
20110728,1,591,,595,590,595,19,131.5,463.51
20110729,1,597,,597,589,589,11,130.17,458.83
20110801,1,606,,640,590,590,210,130.39,459.61
20110802,-1,593,,620,590.5,595,68,142.21,737.21
20110803,1,591,,591,562,564,121,124.64,439.36
20110804,1,564,,580,564,568,79,125.53,442.47
20110805,1,565,,565,550,560,300,123.76,436.24
20110808,1,555,,558,540,540,241,119.34,420.66
20110809,1,550,,550,535,535,128,118.24,416.77
20110810,1,550,,560,540,540,83,119.34,420.66
20110811,1,555,,560,550,553,287,122.21,430.79
20110812,1,554.5,,560,545,550,225,121.55,428.45
20110816,-1,566,,570,566,570,107,136.23,706.23
20110817,-1,570,,579,570,577,93,137.9,714.9
20110818,1,575,,575,550,560,129,123.76,436.24
20110819,1,560,,560,546,546,39,120.67,425.33
20110822,1,547.5,,550,546.5,550,12,121.55,428.45
20110823,-1,568,,568,568,568,5,135.75,703.75
20110824,1,568,,568,550,550,18,121.55,428.45
20110825,-1,555,,565,552,565,6,135.04,700.04
20110826,-1,562.5,,562.5,550,560,29,133.84,693.84
20110829,-1,550,,562,550,562,7,134.32,696.32
20110830,-1,564,,564,560,560,53,133.84,693.84
20110831,1,565,,565,549,549,261,121.33,427.67
20110901,1,560,,560,551,553,34,122.21,430.79
20110902,1,560,,560,547,550,29,121.55,428.45
20110905,1,559.5,,559.5,550,550,66,121.55,428.45
20110906,1,550,,550,550,550,8,121.55,428.45
20110907,1,550,,560,550,550,104,121.55,428.45
20110908,-1,551,,560,551,560,15,133.84,693.84
20110909,1,561,,561,551,551,8,121.77,429.23
20110912,1,546,,546,545,546,36,120.67,425.33
20110913,1,546,,546,544,545,44,120.45,424.56
20110914,1,544,,544,544,544,3,120.22,423.78
20110915,1,543.5,,543.5,541.5,541.5,6,119.67,421.83
20110916,-1,557.5,,557.5,557.5,557.5,1,133.24,690.74
20110919,-1,554,,554,554,554,4,132.41,686.41
20110920,-1,555,,555,549,553,11,132.17,685.17
20110921,-1,555,,555,551.5,551.5,134,131.81,683.31
20110922,1,552,,554,550,550,100,121.55,428.45
20110923,1,550,,555,547,547,59,120.89,426.11
20110926,-1,555,,555,554,555,37,132.65,687.65
20110927,1,555,,555,551,551,105,121.77,429.23
20110928,1,555,,555,550,550,20,121.55,428.45
20110929,1,550,,550,550,550,42,121.55,428.45
20110930,1,550,,550.5,550,550,32,121.55,428.45
20111003,1,550,,550,548,550,18,121.55,428.45
20111004,1,549,,552,548,550,53,121.55,428.45
20111005,1,550,,552,550,550,53,121.55,428.45
20111006,1,550,,550,547,547,91,120.89,426.11
20111007,-1,550,,550,547,550,22,131.45,681.45
20111010,-1,550,,550,547,550,51,131.45,681.45
20111011,-1,550,,550,550,550,15,131.45,681.45
20111012,-1,550,,550,550,550,30,131.45,681.45
20111013,-1,552,,552,550,550,6,131.45,681.45
20111014,-1,550,,550,550,550,2,131.45,681.45
20111017,-1,550,,550,550,550,15,131.45,681.45
20111018,-1,550,,550,548.5,550,22,131.45,681.45
20111019,1,552,,552,545,545,62,120.45,424.56
20111020,1,545,,545,545,545,49,120.45,424.56
20111021,1,545,,545,544,545,43,120.45,424.56
20111024,1,550,,550,544,545,110,120.45,424.56
20111025,1,545,,545,544,544,124,120.22,423.78
20111026,-1,544,,550,544,550,55,131.45,681.45
20111027,-1,550,,550,550,550,57,131.45,681.45
20111028,-1,550,,550,549,550,26,131.45,681.45
20111031,-1,550,,550,547,550,42,131.45,681.45
20111102,1,549.5,,550,548,548,66,121.11,426.89
20111103,1,550,,550,543,544,126,120.22,423.78
20111104,1,546,,552,543,545,97,120.45,424.56
20111107,-1,548,,552,548,551,708,131.69,682.69
20111108,-1,551,,552,551,552,27,131.93,683.93
20111109,1,552,,552,548,548,195,121.11,426.89
20111110,1,546,,555,546,547,84,120.89,426.11
20111114,1,548,,555,545,545,225,120.45,424.56
20111115,1,545,,545,539,539,20,119.12,419.88
20111116,1,540,,540,539,539,10,119.12,419.88
20111117,1,539,,541,536,538,64,118.9,419.1
20111118,1,538,,538,530,530,34,117.13,412.87
20111121,1,525,,525,520,522,68,115.36,406.64
20111122,1,521,,536,512,512,215,113.15,398.85
20111123,1,512,,512,511,511,11,112.93,398.07
20111124,1,530,,530,520,520,8,114.92,405.08
20111125,1,516,,516,511,515,111,113.82,401.19
20111128,1,516,,520,516,520,41,114.92,405.08
20111129,1,521,,523,521,523,3,115.58,407.42
20111130,-1,523.5,,525,523,524.5,62,125.36,649.86
20111202,-1,525,,531,525,530,5,126.67,656.67
20111205,-1,531,,531,530,530,16,126.67,656.67
20111206,1,534,,534.5,526,526,15,116.25,409.75
20111207,1,526,,526,510,522,115,115.36,406.64
20111208,-1,533,,533,533,533,14,127.39,660.39
20111209,-1,520,,530,520,530,40,126.67,656.67
20111212,1,530,,530,512.5,512.5,21,113.26,399.24
20111214,-1,530,,530,530,530,3,126.67,656.67
20111215,1,530,,540,512.5,512.5,128,113.26,399.24
20111216,1,518,,518,512.5,512.5,5,113.26,399.24
20111219,1,512,,513.5,512,513.5,13,113.48,400.02
20111220,-1,524.5,,524.5,520,520,7,124.28,644.28
20111221,-1,515,,520,512,520,58,124.28,644.28
20111222,-1,517.5,,525,516,525,45,125.48,650.48
20111223,1,513.5,,522,513.5,517,47,114.26,402.74
20111227,1,519,,522,516.5,520,58,114.92,405.08
20111228,1,517,,518,517,517,49,114.26,402.74
20111229,1,517,,518,514.5,518,51,114.48,403.52
20111230,1,515,,520,515,515,37,113.82,401.19
20120102,-1,522,,525,521,525,36,125.48,650.48
20120103,1,528.5,,528.5,515,515,60,113.82,401.19
20120104,-1,523,,523,523,523,3,125,648
20120105,-1,525,,526,524,524,62,125.24,649.24
20120109,-1,524,,526.5,524,524,55,125.24,649.24
20120110,-1,528,,528,524.5,524.5,30,125.36,649.86
20120111,-1,527.5,,529,527,528,132,126.19,654.19
20120112,-1,524.5,,529,524.5,528,134,126.19,654.19
20120113,-1,529,,530,529,530,344,126.67,656.67
20120116,-1,530,,533,530,530,65,126.67,656.67
20120117,-1,539,,550,539,550,207,131.45,681.45
20120118,-1,552.5,,559.5,552.5,559.5,76,133.72,693.22
20120119,-1,561,,565,559,559.5,76,133.72,693.22
20120120,-1,558.5,,558.5,547,553,28,132.17,685.17
20120123,-1,553.5,,558,548,548,104,130.97,678.97
20120124,-1,548,,555,548,555,6,132.65,687.65
20120125,-1,550.5,,551,548,548,53,130.97,678.97
20120126,-1,554,,555,550,551,136,131.69,682.69
20120127,-1,551,,555,551,555,121,132.65,687.65
20120130,-1,554,,555,552,555,67,132.65,687.65
20120131,-1,555,,560,552,558,84,133.36,691.36
20120201,-1,559.5,,560,558,558,20,133.36,691.36
20120202,-1,558,,559,558,558,10,133.36,691.36
20120203,-1,559.5,,560,559.5,560,119,133.84,693.84
20120206,-1,561,,563.5,557,563.5,135,134.68,698.18
20120207,-1,563.5,,564,562,563.5,58,134.68,698.18
20120208,-1,563,,570,563,567,225,135.51,702.51
20120209,-1,563,,563,561,561.5,62,134.2,695.7
20120210,-1,564.5,,570,561.5,570,40,136.23,706.23
20120213,-1,570,,575,570,570,142,136.23,706.23
20120214,-1,570,,570,570,570,61,136.23,706.23
20120215,-1,569,,579,567.5,570,169,136.23,706.23
20120216,-1,571,,571,570,570,21,136.23,706.23
20120217,-1,567,,570,565,570,31,136.23,706.23
20120220,1,569,,569,565,565,11,124.87,440.14
20120221,1,569,,569,565.5,565.5,4,124.98,440.52
20120222,1,565.5,,570,555.5,565,107,124.87,440.14
20120223,1,565,,565,565,565,3,124.87,440.14
20120224,1,564,,564,564,564,4,124.64,439.36
20120227,1,560,,560,560,560,39,123.76,436.24
20120228,-1,565,,574.5,560,574.5,321,137.31,711.81
20120229,-1,575,,575,555,575,141,137.43,712.43
20120301,-1,575,,575,575,575,2,137.43,712.43
20120302,-1,570,,575,570,575,239,137.43,712.43
20120305,1,575,,575,556.5,570,59,125.97,444.03
20120306,1,563,,565,563,565,14,124.87,440.14
20120307,1,566,,569,566,566,49,125.09,440.91
20120308,-1,574.5,,575,571,575,163,137.43,712.43
20120309,-1,571,,571,570,570,175,136.23,706.23
20120312,1,567,,570,567,567,56,125.31,441.69
20120313,1,566,,570,566,569,34,125.75,443.25
20120314,1,569,,570,563,563,240,124.42,438.58
20120315,1,570,,570,563,563,6,124.42,438.58
20120316,-1,565,,570,565,570,18,136.23,706.23
20120319,-1,570,,570,568,568,22,135.75,703.75
20120320,-1,568,,568,568,568,6,135.75,703.75
20120321,1,559,,559,558,558,20,123.32,434.68
20120322,1,561.5,,568,560,563,57,124.42,438.58
20120323,-1,570,,570,568,569.5,66,136.11,705.61
20120326,-1,570,,570,570,570,8,136.23,706.23
20120327,-1,570,,570,562.5,570,46,136.23,706.23
20120328,-1,570,,570,569,569,14,135.99,704.99
20120329,1,569.5,,569.5,566,566,20,125.09,440.91
20120330,-1,568,,580,568,580,364,138.62,718.62
20120402,-1,582,,582,573,573,21,136.95,709.95
20120403,-1,580,,580,567,579.5,53,138.5,718
20120404,1,578,,578,570,570,55,125.97,444.03
20120405,1,570,,575,570,570,50,125.97,444.03
20120410,1,575,,575,570,571,24,126.19,444.81
20120411,-1,570,,574,570,574,58,137.19,711.19
20120412,-1,574,,575,573.5,573.5,35,137.07,710.57
20120413,-1,573.5,,576,573,575,12,137.43,712.43
20120416,-1,575,,576,573.5,573.5,144,137.07,710.57
20120417,-1,575,,575,573.5,573.5,42,137.07,710.57
20120418,-1,574,,575,566,575,148,137.43,712.43
20120419,-1,575,,578,574,578,137,138.14,716.14
20120420,1,575,,575,571,571,11,126.19,444.81
20120423,-1,569,,575,569,575,61,137.43,712.43
20120424,-1,575,,579.5,574,574,100,137.19,711.19
20120425,-1,572,,574,572,574,3,137.19,711.19
20120426,-1,574,,574,573,574,85,137.19,711.19
20120427,-1,574,,575,560.5,575,117,137.43,712.43
20120430,-1,575,,575,569,575,210,137.43,712.43
20120502,-1,574,,578,574,575,336,137.43,712.43
